"From","To"
"2001850009","1698612990"
"2548759029","2640614291"
"2548759029","2592727311"
"1162230171","2801030106"
"1162230171","2785598616"
"1162230171","2769556428"
"1162230171","2288090628"
"1162230171","2267532549"
"1162230171","1949140393"
"1162230171","767067438"
"1891258619","2905506148"
"1891258619","2900470144"
"1891258619","2900201388"
"1891258619","2888878462"
"1891258619","2886599162"
"1891258619","2883626290"
"1891258619","2883436838"
"1891258619","2804405540"
"1891258619","2798731565"
"1891258619","2794618626"
"1891258619","2792955190"
"1891258619","2792414802"
"1891258619","2785064211"
"1891258619","2783045553"
"1891258619","2768096408"
"1891258619","2762203815"
"1891258619","2761801637"
"1891258619","2751861288"
"1891258619","2739617985"
"1891258619","2730123083"
"1891258619","2620675662"
"1891258619","2619731367"
"1891258619","2616163762"
"1891258619","2605124925"
"1891258619","2577360579"
"1891258619","2574420592"
"1891258619","2566537746"
"1891258619","2563792373"
"1891258619","2550406659"
"1891258619","2545739436"
"1891258619","2535074300"
"1891258619","2528070781"
"1891258619","2524620595"
"1891258619","2520427567"
"1891258619","2515889430"
"1891258619","2461636697"
"1891258619","2396030973"
"1891258619","2345690680"
"1891258619","2306119719"
"1891258619","2291467328"
"1891258619","2265368029"
"1891258619","2252573070"
"1891258619","2229820642"
"1891258619","2197499408"
"1891258619","2187587692"
"1891258619","2102096139"
"1891258619","1889220376"
"1891258619","1852102741"
"1891258619","1005483714"
"1891258619","767067438"
"1891258619","636844128"
"1891258619","596041564"
"1978000310","2904128715"
"1978000310","2902592749"
"1978000310","2891910613"
"1978000310","2889527830"
"1978000310","2888247154"
"1978000310","2887379286"
"1978000310","2885822746"
"1978000310","2884989961"
"1978000310","2884209615"
"1978000310","2810961521"
"1978000310","2806298290"
"1978000310","2792295400"
"1978000310","2788847623"
"1978000310","2772329803"
"1978000310","2771431690"
"1978000310","2768900960"
"1978000310","2766802815"
"1978000310","2761066991"
"1978000310","2755032785"
"1978000310","2742981761"
"1978000310","2742907655"
"1978000310","2725591408"
"1978000310","2621121024"
"1978000310","2610279903"
"1978000310","2592059976"
"1978000310","2588960398"
"1978000310","2566577737"
"1978000310","2559405577"
"1978000310","2530176652"
"1978000310","2528605693"
"1978000310","2519857476"
"1978000310","2481006898"
"1978000310","2471823153"
"1978000310","2334209830"
"1978000310","2256578089"
"1978000310","2241849848"
"1978000310","2232035265"
"1978000310","2174322675"
"1978000310","1920845339"
"1978000310","1617947987"
"1978000310","1121777958"
"2093762956","2902734860"
"2093762956","2621192572"
"2093762956","2595544676"
"2093762956","2492768137"
"2093762956","2317365574"
"2093762956","2127970360"
"2093762956","2123892888"
"2093762956","2106854075"
"2093762956","2095775670"
"2093762956","2082997602"
"2093762956","2080948413"
"2093762956","2077377252"
"2093762956","2065901954"
"2093762956","2063273718"
"2093762956","2037495904"
"2093762956","2006285886"
"2093762956","2003706946"
"2093762956","2002574552"
"2093762956","1993542511"
"2093762956","1987166369"
"2093762956","1986474092"
"2093762956","1986429582"
"2093762956","1978868011"
"2093762956","1976484548"
"2093762956","1583444267"
"2093762956","1519304552"
"2093762956","40503313"
"2075089394","2335419879"
"2075089394","2141388205"
"2075089394","2132005617"
"2075089394","2091809154"
"2075089394","2082518466"
"2075089394","2077090788"
"2075089394","2059253981"
"2075089394","2049770939"
"2075089394","2014686169"
"2075089394","1990774706"
"2075089394","1971287178"
"2075089394","1498577234"
"1993606774","2325319182"
"1993606774","2126982733"
"1993606774","2119415184"
"1993606774","2089644168"
"1993606774","2055862326"
"1993606774","2039525147"
"1993606774","1992163130"
"1993606774","347090374"
"1993606774","115347256"
"2081752920","2606633025"
"2081752920","2588759890"
"2081752920","2517540558"
"2081752920","2337592318"
"2081752920","2167969740"
"2081752920","2092893681"
"2081752920","2065324326"
"2081752920","2009375426"
"2074693400","2896629373"
"2074693400","2809081890"
"2074693400","2808915225"
"2074693400","2794432302"
"2074693400","2785984217"
"2074693400","2594035967"
"2074693400","2586816003"
"2074693400","2572360254"
"2074693400","2509628680"
"2074693400","2501639427"
"2074693400","2497649711"
"2074693400","2476328436"
"2074693400","2465609315"
"2074693400","2316005943"
"2074693400","2284965958"
"2074693400","2242464153"
"2074693400","2189702889"
"2074693400","2183534295"
"2074693400","2162822879"
"2074693400","2161442447"
"2074693400","2140062768"
"2074693400","2115330562"
"2074693400","2103260053"
"2074693400","2102020874"
"2074693400","2084571473"
"2074693400","2077941181"
"2074693400","2075464897"
"2074693400","2071518363"
"2074693400","2070990475"
"2074693400","2050365211"
"2074693400","2037767565"
"2074693400","2017262379"
"2074693400","1986174937"
"2074693400","1980262363"
"2074693400","1727087060"
"2074693400","1635465097"
"2074693400","1569008625"
"2014686169","2091335227"
"2014686169","2078550025"
"2468706165","2787464751"
"2040474588","2896555950"
"2040474588","2792120989"
"2040474588","2791910466"
"2040474588","2791457409"
"2040474588","2790830989"
"2040474588","2782004869"
"2040474588","2768279673"
"2040474588","2621451209"
"2040474588","2611224806"
"2040474588","2591173772"
"2040474588","2560562343"
"2040474588","2480217095"
"2040474588","2396584516"
"2040474588","1452932839"
"2017933882","2902064381"
"2017933882","2807888179"
"2017933882","2806942650"
"2017933882","2804405540"
"2017933882","2803543889"
"2017933882","2794941632"
"2017933882","2794902280"
"2017933882","2793893424"
"2017933882","2779231960"
"2017933882","2772038165"
"2017933882","2738763945"
"2017933882","2677170573"
"2017933882","2584163806"
"2017933882","2570209126"
"2017933882","2555055705"
"2017933882","2530925268"
"2017933882","2512925182"
"2017933882","2473644846"
"2017933882","2418922443"
"2017933882","2343542095"
"2017933882","2339993590"
"2017933882","2300777861"
"2017933882","2286889458"
"2017933882","2267732457"
"2017933882","2252474518"
"2017933882","2229820642"
"2017933882","2161374975"
"2017933882","2129682515"
"2017933882","2084973384"
"2017933882","1980233487"
"2017933882","1935702596"
"2038215514","2130118299"
"2038215514","2122054880"
"2038215514","2086238241"
"2038215514","2074266385"
"2038215514","2067019328"
"2038215514","2026703451"
"2038215514","1964558575"
"2039964336","2768205203"
"2039964336","2530523999"
"2039964336","2529103841"
"2039964336","2400340627"
"2039964336","2320828157"
"2039964336","2318754468"
"2039964336","2225280195"
"2039964336","2085481852"
"2039964336","2051012701"
"2039964336","2048185875"
"2039964336","2028906244"
"2039964336","2021456039"
"2039964336","2001873453"
"2039964336","1999171149"
"2039964336","1998467767"
"2039964336","1982126196"
"2039964336","1980158645"
"2039964336","1971791836"
"2039964336","1581050706"
"2039964336","1560173882"
"2039964336","973446453"
"2028348063","2188461511"
"2028348063","2167792912"
"2028348063","2141566271"
"2028348063","2095133577"
"2028348063","2053870486"
"2028348063","2035590750"
"2028348063","1528839223"
"2028348063","10597691"
"2000157453","2901355640"
"2000157453","2602721037"
"2000157453","2423504418"
"2000157453","2305812458"
"2000157453","2153046986"
"2000157453","2151675286"
"2000157453","2145776467"
"2000157453","2130763758"
"2000157453","2099208205"
"2000157453","2095176548"
"2000157453","2065429153"
"2000157453","2062564369"
"2000157453","2035944279"
"2000157453","2022143738"
"2000157453","2015356138"
"2000157453","2003599776"
"2000157453","1988610115"
"2000157453","1981272834"
"2000157453","915184524"
"2728991364","2900747471"
"2728991364","2900589879"
"2530030025","2903720657"
"2530030025","2767494307"
"2530030025","2677170573"
"2530030025","2618509965"
"1989843684","2901078812"
"1989843684","2885136600"
"1989843684","2810961521"
"1989843684","2774109059"
"1989843684","2742981761"
"1989843684","2742907655"
"1989843684","2578479198"
"1989843684","2528605693"
"1989843684","2519857476"
"1989843684","2415480377"
"1989843684","2334209830"
"1989843684","1969118544"
"2072992314","2783205931"
"2072992314","2726183150"
"2072992314","2590106964"
"2072992314","2358301874"
"2072992314","2319820044"
"2072992314","2166268761"
"2072992314","2085784426"
"2072992314","2071693617"
"2072992314","2053624755"
"2072992314","2040657851"
"2072992314","859164181"
"2051949145","2885733715"
"2051949145","2783001191"
"2051949145","2618839780"
"2051949145","2610279903"
"2051949145","2595075141"
"2051949145","2464956460"
"2051949145","2344547545"
"2051949145","2194306745"
"2051949145","2066587298"
"2051949145","2026503669"
"2145694442","2793050887"
"2145694442","2791901753"
"2145694442","2737134462"
"2145694442","2479560803"
"2145694442","2182448121"
"2145694442","2152598573"
"2145694442","2109999729"
"2145694442","2037607497"
"2145694442","1969404315"
"2145694442","2821162"
"2068063560","2221738296"
"2068063560","2098887711"
"2068063560","2068673304"
"2068063560","1958599769"
"2017301591","2632890367"
"2017301591","2582647261"
"2017301591","2560744621"
"2017301591","2074415125"
"2017301591","1178571485"
"1980611348","2730445443"
"1980611348","2140699797"
"1980611348","2069613886"
"1980611348","2062282388"
"1980611348","1990902355"
"1980611348","1985791643"
"1980611348","1808254136"
"1980611348","1521020869"
"2325034227","2903720657"
"2325034227","2808494527"
"2325034227","2765658614"
"2325034227","2765253793"
"2325034227","2750322552"
"2325034227","2679850021"
"2325034227","2615761416"
"2325034227","2609596385"
"2111976725","2521587947"
"2111976725","2493729071"
"2111976725","2464292017"
"2111976725","2183702425"
"2111976725","2181613101"
"2111976725","2171840051"
"2111976725","2148492896"
"2111976725","2143250618"
"2111976725","2133910986"
"2111976725","2101281340"
"2111976725","2100234832"
"2111976725","2098031614"
"2111976725","2079110931"
"2111976725","2078742667"
"2111976725","2073572356"
"2111976725","2071602385"
"2111976725","2070447078"
"2111976725","2065249925"
"2111976725","2062138906"
"2111976725","2056741642"
"2111976725","2054995562"
"2111976725","2051743327"
"2111976725","2035058942"
"2111976725","2029989434"
"2111976725","2029910596"
"2111976725","2013757092"
"2111976725","2009635447"
"2111976725","2004437760"
"2111976725","1997586525"
"2111976725","1994949492"
"2111976725","1993828866"
"2111976725","1989063042"
"2111976725","1983686925"
"2111976725","1982707546"
"2111976725","1976387775"
"2111976725","1967994320"
"2111976725","1940455963"
"2111976725","1888811121"
"2111976725","1871524959"
"2111976725","1429090541"
"2122809367","2899230772"
"2122809367","2793648633"
"2122809367","2759844403"
"2122809367","2751861288"
"2122809367","2735978585"
"2122809367","2734947284"
"2122809367","2734618637"
"2122809367","2598855599"
"2122809367","2564543201"
"2122809367","2540821006"
"2122809367","2535864560"
"2122809367","2530355253"
"2122809367","2511511320"
"2122809367","2330516826"
"2122809367","2253796965"
"2122809367","2225984779"
"2122809367","2187523368"
"2122809367","2187471667"
"2122809367","2185115074"
"2122809367","2182289032"
"2122809367","2141092379"
"2122809367","2123779229"
"2122809367","2068595156"
"2122809367","2058655839"
"2122809367","1996167307"
"2122809367","1972545684"
"2122809367","1967409770"
"2122809367","1881217392"
"2122809367","1866524543"
"2122809367","1577162051"
"2122809367","1531912421"
"2122809367","429959978"
"2180568516","2895387395"
"2180568516","2528243970"
"2729067506","2903496384"
"2729067506","2792295400"
"2729067506","2741555723"
"2729067506","2738580656"
"1990262018","2608414568"
"1990262018","2564180980"
"1990262018","2478143672"
"1990262018","2286631878"
"1990262018","1977956456"
"1990262018","1972045502"
"1990262018","1746211921"
"1990262018","1234528361"
"2082016738","2829673143"
"2082016738","2792921304"
"2082016738","2508969986"
"2082016738","2340470622"
"2082016738","2218460316"
"2082016738","2198439337"
"2082016738","2181658089"
"2082016738","2102164741"
"2082016738","2091865347"
"2082016738","2069251488"
"2082016738","2048719708"
"2082016738","2047987216"
"2082016738","2040316938"
"2082016738","2023878788"
"2082016738","2008690018"
"2082016738","119127514"
"1975616173","2610362576"
"1975616173","2574532164"
"1975616173","2407949042"
"1975616173","2181731035"
"1975616173","2180568516"
"1975616173","2159189742"
"1975616173","2156897283"
"1975616173","2122566942"
"1975616173","2092769680"
"1975616173","2088044487"
"1975616173","2082107100"
"1975616173","2077323095"
"1975616173","2043646846"
"1975616173","2043014255"
"1975616173","1993678750"
"1975616173","1530517025"
"2068393397","2012483245"
"1968309157","2897845739"
"1968309157","2884601217"
"1968309157","2883782127"
"1968309157","2770258332"
"1968309157","2710094333"
"1968309157","2591576251"
"1968309157","2437667478"
"1968309157","2396179983"
"1968309157","2280867789"
"1968309157","2257609816"
"1968309157","2158704639"
"1968309157","2138780415"
"1968309157","2084162669"
"1968309157","2061245662"
"1968309157","2050040491"
"1968309157","2028778397"
"1968309157","1973299506"
"1968309157","1667117543"
"1968309157","1503329677"
"2057809322","2899230772"
"2057809322","2893572273"
"2057809322","2891697375"
"2057809322","2807757972"
"2057809322","2807120214"
"2057809322","2806228202"
"2057809322","2794284235"
"2057809322","2792960308"
"2057809322","2789700578"
"2057809322","2783958739"
"2057809322","2779443229"
"2057809322","2769867286"
"2057809322","2768254556"
"2057809322","2767954870"
"2057809322","2761077435"
"2057809322","2755126019"
"2057809322","2739066628"
"2057809322","2620974812"
"2057809322","2606734957"
"2057809322","2604316220"
"2057809322","2598855599"
"2057809322","2579520239"
"2057809322","2568228886"
"2057809322","2566269607"
"2057809322","2564346185"
"2057809322","2559984594"
"2057809322","2550521721"
"2057809322","2545284239"
"2057809322","2512613317"
"2057809322","2506173401"
"2057809322","2473444992"
"2057809322","2466144917"
"2057809322","2407193541"
"2057809322","2366973844"
"2057809322","2346980601"
"2057809322","2338437147"
"2057809322","2336031696"
"2057809322","2335755581"
"2057809322","2311989069"
"2057809322","2301957324"
"2057809322","2300217559"
"2057809322","2271753538"
"2057809322","2237077390"
"2057809322","2234495166"
"2057809322","2209241876"
"2057809322","2202424029"
"2057809322","2183956618"
"2057809322","2182987616"
"2057809322","2166340621"
"2057809322","2166055197"
"2057809322","2165861111"
"2057809322","2152573571"
"2057809322","2150488844"
"2057809322","2132975467"
"2057809322","2086783971"
"2057809322","2075646299"
"2057809322","2075186768"
"2057809322","2072350668"
"2057809322","2068595156"
"2057809322","2049164391"
"2057809322","2047000140"
"2057809322","2023713485"
"2057809322","2010375616"
"2057809322","2007754236"
"2057809322","1985719252"
"2057809322","1970549348"
"2057809322","1967139177"
"2057809322","1939163905"
"2057809322","1756352170"
"2057809322","1488781879"
"2057809322","1043101226"
"2057809322","982880943"
"2057809322","374349228"
"2057809322","327663654"
"2209241876","2897460781"
"2209241876","2769867286"
"2209241876","2603433569"
"2209241876","2518375830"
"2138299492","2906802032"
"2138299492","2810914142"
"2138299492","2801337797"
"2138299492","2793640150"
"2138299492","2792765452"
"2138299492","2775559600"
"2138299492","2765790750"
"2138299492","2751313614"
"2138299492","2746395647"
"2138299492","2616051617"
"2138299492","2615820650"
"2138299492","2612270972"
"2138299492","2606633025"
"2138299492","2602369816"
"2138299492","2560824910"
"2138299492","2559748633"
"2138299492","2556586897"
"2138299492","2555546862"
"2138299492","2536679259"
"2138299492","2521600994"
"2138299492","2521439472"
"2138299492","2511111210"
"2138299492","2509986695"
"2138299492","2473065723"
"2138299492","2415464397"
"2138299492","2400069463"
"2138299492","2400042005"
"2138299492","2323471998"
"2138299492","2312294104"
"2138299492","2300665468"
"2138299492","2283387157"
"2138299492","2268905613"
"2138299492","2261677087"
"2138299492","2247369554"
"2138299492","2187243005"
"2138299492","2186983711"
"2138299492","2186379829"
"2138299492","2182258301"
"2138299492","2169628258"
"2138299492","2167857538"
"2138299492","2163206458"
"2138299492","2162889562"
"2138299492","2159813198"
"2138299492","2154827960"
"2138299492","2144889939"
"2138299492","2141473425"
"2138299492","2139876529"
"2138299492","2136229154"
"2138299492","2135275980"
"2138299492","2134454442"
"2138299492","2132232830"
"2138299492","2117288451"
"2138299492","2115265101"
"2138299492","2111290359"
"2138299492","2099304291"
"2138299492","2084517358"
"2138299492","2082208763"
"2138299492","2082100208"
"2138299492","2070436671"
"2138299492","2070103635"
"2138299492","2069300445"
"2138299492","2062773343"
"2138299492","2061723277"
"2138299492","2059481241"
"2138299492","2054642126"
"2138299492","2050010356"
"2138299492","2045113179"
"2138299492","2041636668"
"2138299492","2039924435"
"2138299492","2039019179"
"2138299492","2036546698"
"2138299492","2034309518"
"2138299492","2028072744"
"2138299492","2025329285"
"2138299492","2016613321"
"2138299492","2015303456"
"2138299492","2009375426"
"2138299492","2001413321"
"2138299492","1999876112"
"2138299492","1986547739"
"2138299492","1983612887"
"2138299492","1981929379"
"2138299492","1979212837"
"2138299492","1976839479"
"2138299492","1976115416"
"2138299492","1974983786"
"2138299492","1974860144"
"2138299492","1973299506"
"2138299492","1972085821"
"2138299492","1971454994"
"2138299492","1963592429"
"2138299492","1910583877"
"2138299492","1903654347"
"2138299492","1886881158"
"2138299492","1749833815"
"2138299492","1704935585"
"2138299492","1572692213"
"2138299492","1548269877"
"2138299492","1499429653"
"2138299492","1486658719"
"2138299492","1486623647"
"2138299492","1040880566"
"2138299492","1025410714"
"2138299492","604874862"
"2138299492","188604304"
"2138299492","185961019"
"2138299492","172582130"
"2138299492","111930723"
"2138299492","96330431"
"2174759467","2624547743"
"2174759467","2564744035"
"2174759467","2133984604"
"2174759467","2035782076"
"2174759467","1972050640"
"2174759467","1971089034"
"2104865013","2288090628"
"2104865013","2070242399"
"2104865013","1989783390"
"1966630220","2799313531"
"1966630220","2774337937"
"1966630220","2726183150"
"1966630220","2562261867"
"1966630220","2560495985"
"1966630220","2202475171"
"1966630220","2198849002"
"1966630220","2142637246"
"2298734117","2892146139"
"2298734117","2885922515"
"2298734117","2790991063"
"2298734117","2789395701"
"2298734117","2557339325"
"2165208129","2182593038"
"2165208129","2079307987"
"2165208129","1969981611"
"2165208129","59775319"
"1981251201","2089288606"
"1981251201","2076324750"
"1981251201","2033241327"
"1981251201","1996025826"
"2015860488","2899945460"
"2015860488","2808001211"
"2015860488","2783068264"
"2015860488","2604191038"
"2015860488","2588802289"
"2015860488","2581977493"
"2015860488","2552865176"
"2015860488","2465826440"
"2015860488","2373003545"
"2015860488","2258859117"
"2015860488","2146211986"
"2015860488","2104274791"
"2015860488","2051761001"
"2015860488","2037081747"
"2015860488","2033325382"
"2015860488","2016612615"
"2015860488","2005168186"
"2015860488","1997854141"
"2015860488","1993562201"
"2015860488","1984537723"
"2015860488","1984324662"
"2015860488","1722754901"
"2015860488","1479140451"
"2015860488","1264067528"
"2015860488","767067438"
"2115848354","2149459774"
"2115848354","2127518828"
"1859435551","2898801797"
"1859435551","2750743421"
"1859435551","2546582302"
"1859435551","2335850165"
"1859435551","2332917129"
"1859435551","2291630717"
"1859435551","2269453736"
"1859435551","2167857538"
"1859435551","2154827960"
"1859435551","2153183607"
"1859435551","2128480068"
"1859435551","2126205663"
"1859435551","2118577182"
"1859435551","2099209652"
"1859435551","2076088001"
"1859435551","2073076422"
"1859435551","2072952572"
"1859435551","2072790842"
"1859435551","2058775134"
"1859435551","2052431629"
"1859435551","2039168876"
"1859435551","2033525346"
"1859435551","2032778251"
"1859435551","1992726110"
"1859435551","1992443227"
"1859435551","1991040829"
"1859435551","1983612887"
"1859435551","1983478209"
"1859435551","1970411937"
"1859435551","1920738692"
"1859435551","1787842770"
"1859435551","1560916023"
"1859435551","1522308784"
"1859435551","1494574255"
"1859435551","622561370"
"1859435551","301289574"
"1859435551","198546117"
"2049388110","2899200021"
"2049388110","2896529540"
"2049388110","2889260874"
"2049388110","2859773347"
"2049388110","2810475294"
"2049388110","2793825656"
"2049388110","2772451193"
"2049388110","2611602411"
"2049388110","2598452618"
"2049388110","2588201146"
"2049388110","2566420477"
"2049388110","2540365088"
"2049388110","2529582982"
"2049388110","2528899940"
"2049388110","2482938587"
"2049388110","2473041268"
"2049388110","2408170440"
"2801147303","2901044686"
"2070212390","2758714032"
"2070212390","2752687826"
"2070212390","2606179921"
"2070212390","2469714684"
"2070212390","2412178966"
"2070212390","2394889659"
"2070212390","2291887010"
"2070212390","2243130963"
"2070212390","2219352932"
"2070212390","2035439826"
"2070212390","2025239403"
"2070212390","1891259867"
"2070212390","648520597"
"2070212390","341337561"
"2277173977","2804808362"
"2277173977","2329190925"
"2112506494","2401895161"
"2112506494","2399826955"
"2112506494","2261075671"
"2071210722","2899700215"
"2071210722","2888857188"
"2071210722","2810475294"
"2071210722","2810103087"
"2071210722","2799313531"
"2071210722","2764231493"
"2071210722","2519664942"
"2071210722","2345948934"
"2071210722","1598116663"
"1571238162","2801337797"
"1571238162","2765859212"
"1571238162","2741129253"
"1571238162","2616168490"
"1571238162","2514458811"
"1571238162","2289201745"
"1571238162","2277371066"
"1571238162","2277327339"
"1571238162","2253918018"
"1571238162","2240250709"
"1571238162","2197486355"
"1571238162","2181658089"
"1571238162","2136804657"
"1571238162","2104126408"
"1571238162","2092551899"
"1571238162","2008690018"
"1571238162","1966761780"
"1571238162","1871825991"
"1571238162","1497272862"
"1571238162","1492734480"
"1571238162","838233077"
"1571238162","654695428"
"1571238162","408530843"
"2038550451","2799528286"
"2038550451","2766494535"
"2038550451","2619962588"
"2038550451","2592589827"
"2038550451","2518674350"
"2038550451","2289449021"
"2038550451","2089713040"
"2038550451","2074415125"
"2038550451","1978316904"
"2038550451","1971791836"
"2038550451","175351911"
"1994136931","2803752945"
"1994136931","2797290237"
"1994136931","2786712278"
"1994136931","2605800648"
"1994136931","2160367875"
"1994136931","2120867647"
"1994136931","2106709471"
"1994136931","2080497488"
"1994136931","2066269260"
"1994136931","1979330703"
"1994136931","1968350557"
"1994136931","1968160266"
"1994136931","1945621972"
"1994136931","1578721998"
"2082997602","2732289013"
"2082997602","2338153978"
"2082997602","2146677067"
"2082997602","2137895980"
"2082997602","2135870132"
"2082997602","2068399343"
"2082997602","2065356234"
"2082997602","2034683619"
"2082997602","2034589592"
"2082997602","2029876446"
"2082997602","2006285886"
"2082997602","1987166369"
"2082997602","1986474092"
"2082997602","1983121883"
"2082997602","1577209593"
"2082997602","1485792508"
"2082997602","41496479"
"2082997602","40503313"
"1956112196","2785598616"
"1956112196","2769543753"
"1956112196","2738763945"
"1956112196","2572515152"
"1956112196","2552865176"
"1956112196","2552169537"
"1956112196","2484952566"
"1956112196","2337529989"
"1956112196","2289841425"
"1956112196","2255588328"
"1956112196","2243271686"
"1956112196","2187245578"
"1956112196","2164444006"
"1956112196","2160695983"
"1956112196","2147724286"
"1956112196","2141312979"
"1956112196","2127970360"
"1956112196","2120456414"
"1956112196","2107941913"
"1956112196","2103720456"
"1956112196","2077009410"
"1956112196","2064659141"
"1956112196","2056816172"
"1956112196","2041411776"
"1956112196","2039027543"
"1956112196","2037485074"
"1956112196","2033718417"
"1956112196","2033079808"
"1956112196","2032268642"
"1956112196","2020323779"
"1956112196","2018257987"
"1956112196","2013974666"
"1956112196","2009598047"
"1956112196","2000451290"
"1956112196","1987683954"
"1956112196","1982564000"
"1956112196","1978386270"
"1956112196","1978384731"
"1956112196","1969789998"
"1956112196","1823182339"
"1956112196","1604224809"
"1956112196","1562168738"
"1956112196","1555045124"
"1956112196","1551524543"
"1956112196","1541787932"
"1956112196","1535721513"
"1956112196","1514664039"
"1956112196","1496447784"
"1956112196","1489576694"
"1956112196","1180835708"
"1956112196","767067438"
"1956112196","333110272"
"1956112196","87433070"
"1956112196","18315499"
"2084077641","2479873047"
"2084077641","2188382838"
"2084077641","2157674944"
"2084077641","2103228591"
"2084077641","2091701942"
"2084077641","2020419040"
"2084077641","1963643128"
"2084077641","66905542"
"1969564728","2895066627"
"1969564728","2793650138"
"1969564728","2745760135"
"1969564728","2600738447"
"1969564728","2590106964"
"1969564728","2549934998"
"1969564728","2528243970"
"1969564728","2527524396"
"1969564728","2480592353"
"1969564728","2319820044"
"1969564728","2319805848"
"1969564728","2290197050"
"1969564728","2280872177"
"1969564728","2130154030"
"1969564728","2120838110"
"1969564728","2113566485"
"1969564728","2079099855"
"1969564728","2074013798"
"1969564728","2072992314"
"1969564728","2051793355"
"1969564728","2051301865"
"1969564728","2043866501"
"1969564728","2040657851"
"1969564728","2034538195"
"1969564728","2027472042"
"1969564728","2019098914"
"1969564728","1995618388"
"1969564728","1992308393"
"1969564728","1966834118"
"1969564728","1930026755"
"1969564728","1758109875"
"1969564728","1548004185"
"2169945785","2495542001"
"2169945785","2200485171"
"2169945785","2051896239"
"2169945785","1985567003"
"2169945785","1980376794"
"2169945785","616293162"
"2409945250","2594026631"
"2071004646","2188664787"
"1873426821","2491821770"
"1873426821","2479560803"
"1873426821","2114839117"
"1873426821","2061078266"
"1873426821","2022588502"
"1873426821","2012186183"
"1873426821","1974707072"
"1873426821","1969404315"
"2128911123","2907339407"
"2128911123","2885090732"
"2128911123","2796404916"
"2128911123","2793731230"
"2128911123","2792903783"
"2128911123","2774321961"
"2128911123","2769100244"
"2128911123","2766088648"
"2128911123","2761801637"
"2128911123","2754760293"
"2128911123","2744069754"
"2128911123","2707936849"
"2128911123","2625772740"
"2128911123","2621787917"
"2128911123","2616168490"
"2128911123","2602380054"
"2128911123","2600252833"
"2128911123","2596547339"
"2128911123","2589322307"
"2128911123","2588796490"
"2128911123","2564684188"
"2128911123","2560495985"
"2128911123","2529788774"
"2128911123","2515889430"
"2128911123","2502733696"
"2128911123","2497676916"
"2128911123","2410740379"
"2128911123","2394169548"
"2128911123","2381429329"
"2128911123","2341266030"
"2128911123","2336550825"
"2128911123","2336424230"
"2128911123","2334553583"
"2128911123","2327609751"
"2128911123","2322371100"
"2128911123","2304182900"
"2128911123","2294219913"
"2128911123","2289905947"
"2128911123","2288380629"
"2128911123","2285824923"
"2128911123","2284411590"
"2128911123","2278605491"
"2128911123","2260151861"
"2128911123","2255569585"
"2128911123","2237944958"
"2128911123","2185507212"
"2128911123","2183717864"
"2128911123","2182189837"
"2128911123","2179102784"
"2128911123","2168621403"
"2128911123","2168532836"
"2128911123","2164434667"
"2128911123","2163809794"
"2128911123","2157989128"
"2128911123","2156994678"
"2128911123","2152818747"
"2128911123","2151667393"
"2128911123","2148382239"
"2128911123","2145598367"
"2128911123","2144036426"
"2128911123","2137857052"
"2128911123","2135543960"
"2128911123","2133034207"
"2128911123","2128980381"
"2128911123","2128083427"
"2128911123","2127832968"
"2128911123","2123411730"
"2128911123","2122566942"
"2128911123","2121493052"
"2128911123","2113847349"
"2128911123","2111988305"
"2128911123","2109795357"
"2128911123","2108926141"
"2128911123","2108440411"
"2128911123","2102447898"
"2128911123","2100389218"
"2128911123","2098887711"
"2128911123","2094656162"
"2128911123","2092421354"
"2128911123","2088079527"
"2128911123","2087791114"
"2128911123","2083714175"
"2128911123","2080222100"
"2128911123","2077105303"
"2128911123","2073752767"
"2128911123","2072182213"
"2128911123","2062624789"
"2128911123","2062084200"
"2128911123","2061922306"
"2128911123","2059608299"
"2128911123","2058235471"
"2128911123","2055858911"
"2128911123","2047169819"
"2128911123","2046175247"
"2128911123","2043702690"
"2128911123","2043241540"
"2128911123","2041669791"
"2128911123","2039106026"
"2128911123","2037260947"
"2128911123","2032503851"
"2128911123","2031008909"
"2128911123","2023497249"
"2128911123","2021248270"
"2128911123","2019906982"
"2128911123","2013459032"
"2128911123","2012286831"
"2128911123","2011443643"
"2128911123","2010884412"
"2128911123","2008853312"
"2128911123","2007482842"
"2128911123","2005122924"
"2128911123","2002864853"
"2128911123","2002567844"
"2128911123","1993663340"
"2128911123","1993161226"
"2128911123","1989301895"
"2128911123","1984250866"
"2128911123","1979526578"
"2128911123","1973688177"
"2128911123","1972117528"
"2128911123","1948131668"
"2128911123","1941513589"
"2128911123","1908675586"
"2128911123","1903308397"
"2128911123","1887117552"
"2128911123","1863157595"
"2128911123","1855401231"
"2128911123","1839892716"
"2128911123","1830803959"
"2128911123","1762048912"
"2128911123","1696131573"
"2128911123","1671751822"
"2128911123","1586720788"
"2128911123","1577592371"
"2128911123","1570828244"
"2128911123","1564055616"
"2128911123","1558816041"
"2128911123","1550048414"
"2128911123","1528367694"
"2128911123","1521377161"
"2128911123","1515327396"
"2128911123","1506517477"
"2128911123","1505263784"
"2128911123","1503110213"
"2128911123","1200532980"
"2128911123","1180835708"
"2128911123","837131359"
"2128911123","748475453"
"2128911123","393204645"
"2128911123","382684642"
"2128911123","231624462"
"2128911123","59894311"
"2038274874","2902492716"
"2038274874","2899216493"
"2038274874","2897543353"
"2038274874","2802794772"
